,Unnamed: 0.1,group,image_path,x1,y1,w,h,blur,expression,illumination,invalid,occlusion,pose,width,height,aspect,area,num_faces
1079,1079,15--Stock_Market,15--Stock_Market/15_Stock_Market_Stock_Market_15_740.jpg,475,47,100,145,0,0,0,0,0,0,1024,576,wider,0.024583604600694444,2
1082,1082,15--Stock_Market,15--Stock_Market/15_Stock_Market_Stock_Market_15_465.jpg,696,185,130,167,0,0,0,0,0,0,1024,775,wider,0.02735635080645161,1
1083,1083,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_199.jpg,354,78,306,412,0,0,0,0,0,0,1024,683,wider,0.18025942532942896,1
1084,1084,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_24.jpg,470,86,88,116,0,0,0,0,0,0,1024,768,wider,0.012980143229166666,2
1085,1085,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_24.jpg,290,200,78,116,1,0,0,0,0,0,1024,768,wider,0.011505126953125,2
1086,1086,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_494.jpg,422,144,180,232,0,0,0,0,0,0,1024,640,wider,0.063720703125,1
1093,1093,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_525.jpg,644,48,122,180,0,0,0,0,0,0,1024,708,wider,0.030289989406779662,2
1094,1094,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_525.jpg,208,114,96,152,0,0,0,0,0,0,1024,708,wider,0.0201271186440678,2
1096,1096,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_136.jpg,123,94,183,228,0,0,0,0,0,0,1024,768,wider,0.0530548095703125,3
1097,1097,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_136.jpg,206,434,166,221,0,0,0,0,0,0,1024,768,wider,0.046648661295572914,3
1098,1098,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_136.jpg,714,161,232,281,0,0,0,0,0,0,1024,768,wider,0.08289591471354167,3
1099,1099,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_178.jpg,199,155,83,134,0,0,0,0,0,0,1024,810,wider,0.013409047067901235,2
1100,1100,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_178.jpg,695,127,100,152,0,0,0,0,0,0,1024,810,wider,0.01832561728395062,2
1101,1101,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_192.jpg,282,146,88,116,0,0,0,0,0,0,1024,680,wider,0.014659926470588237,4
1102,1102,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_192.jpg,492,256,98,106,0,0,0,0,0,0,1024,680,wider,0.014918428308823532,4
1103,1103,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_192.jpg,658,22,106,160,0,0,0,0,0,0,1024,680,wider,0.024356617647058824,4
1104,1104,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_192.jpg,900,8,118,136,0,0,0,0,0,0,1024,680,wider,0.023046875,4
1105,1105,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_110.jpg,408,68,156,220,0,0,0,0,0,0,1024,666,wider,0.050323761261261264,1
1106,1106,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_237.jpg,356,88,228,302,0,0,0,0,0,0,1024,683,wider,0.09845122620790628,1
1107,1107,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_122.jpg,556,60,204,304,0,0,0,0,0,0,1024,783,wider,0.07734674329501916,2
1108,1108,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_122.jpg,250,80,184,264,0,0,0,0,0,0,1024,783,wider,0.06058429118773946,2
1109,1109,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_485.jpg,304,240,166,234,0,0,0,0,0,0,1024,768,wider,0.0493927001953125,1
1118,1118,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_130.jpg,558,94,112,152,0,0,0,0,0,0,1024,768,wider,0.021647135416666668,2
1119,1119,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_130.jpg,210,180,96,126,0,0,0,0,0,0,1024,768,wider,0.015380859375,2
1121,1121,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_321.jpg,286,274,118,174,0,0,0,0,0,0,1024,810,wider,0.024754050925925933,2
1122,1122,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_321.jpg,678,222,142,190,0,0,0,0,0,0,1024,810,wider,0.032527970679012336,2
1127,1127,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_188.jpg,283,177,119,128,0,0,0,0,0,0,1024,709,wider,0.0209802538787024,3
1128,1128,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_188.jpg,431,305,101,131,0,0,0,0,0,0,1024,709,wider,0.01822411627291961,3
1129,1129,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_188.jpg,552,272,90,123,0,0,0,0,0,0,1024,709,wider,0.015247597849083215,3
1130,1130,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_8.jpg,626,72,180,266,0,0,0,0,0,0,1024,790,wider,0.05918710443037975,1
1131,1131,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_342.jpg,386,80,354,528,0,0,0,0,0,0,1024,693,wider,0.26339285714285715,1
1134,1134,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_164.jpg,562,76,114,152,0,0,0,0,0,0,1024,683,wider,0.02477580527086384,1
1138,1138,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_538.jpg,204,94,358,496,0,0,0,0,0,0,1024,1022,wider,0.16967343444227007,1
1139,1139,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_313.jpg,562,126,162,246,0,0,0,0,0,0,1024,942,wider,0.041314191878980895,1
1140,1140,16--Award_Ceremony,16--Award_Ceremony/16_Award_Ceremony_Awards_Ceremony_16_244.jpg,570,70,156,224,0,0,0,0,0,0,1024,895,wider,0.03812849162011173,1
1142,1142,17--Ceremony,17--Ceremony/17_Ceremony_Ceremony_17_553.jpg,556,476,110,150,0,0,0,0,0,0,1024,820,wider,0.01965034298780488,6
1143,1143,17--Ceremony,17--Ceremony/17_Ceremony_Ceremony_17_553.jpg,742,452,94,136,0,0,0,0,0,0,1024,820,wider,0.01522484756097561,6
1144,1144,17--Ceremony,17--Ceremony/17_Ceremony_Ceremony_17_553.jpg,866,164,92,112,0,0,0,0,0,0,1024,820,wider,0.012271341463414636,6
1145,1145,17--Ceremony,17--Ceremony/17_Ceremony_Ceremony_17_553.jpg,650,194,88,108,0,0,0,0,0,0,1024,820,wider,0.01131859756097561,6
1146,1146,17--Ceremony,17--Ceremony/17_Ceremony_Ceremony_17_553.jpg,374,182,90,122,0,0,0,0,0,0,1024,820,wider,0.01307641006097561,6
1147,1147,17--Ceremony,17--Ceremony/17_Ceremony_Ceremony_17_553.jpg,118,126,104,136,0,0,0,0,0,0,1024,820,wider,0.016844512195121952,6
1176,1176,17--Ceremony,17--Ceremony/17_Ceremony_Ceremony_17_781.jpg,444,102,148,180,0,0,0,0,0,0,1024,683,wider,0.03809022693997072,1
1177,1177,17--Ceremony,17--Ceremony/17_Ceremony_Ceremony_17_38.jpg,440,36,76,94,0,0,0,0,0,0,1024,679,wider,0.010274760677466865,2
1178,1178,17--Ceremony,17--Ceremony/17_Ceremony_Ceremony_17_38.jpg,586,40,82,96,0,0,0,0,0,0,1024,679,wider,0.011321796759941093,2
1180,1180,17--Ceremony,17--Ceremony/17_Ceremony_Ceremony_17_736.jpg,342,182,72,132,0,0,0,0,0,0,1024,784,wider,0.011838329081632657,3
1181,1181,17--Ceremony,17--Ceremony/17_Ceremony_Ceremony_17_736.jpg,470,274,98,114,0,0,0,0,0,0,1024,784,wider,0.013916015625,3
1182,1182,17--Ceremony,17--Ceremony/17_Ceremony_Ceremony_17_736.jpg,630,134,90,134,0,0,0,0,0,0,1024,784,wider,0.01502212213010204,3
1186,1186,17--Ceremony,17--Ceremony/17_Ceremony_Ceremony_17_573.jpg,312,268,170,196,0,0,0,0,0,0,1024,768,wider,0.042368570963541664,2
1187,1187,17--Ceremony,17--Ceremony/17_Ceremony_Ceremony_17_573.jpg,504,156,182,222,0,0,0,0,0,0,1024,768,wider,0.0513763427734375,2
1193,1193,18--Concerts,18--Concerts/18_Concerts_Concerts_18_998.jpg,352,2,288,444,0,0,0,0,0,0,1024,768,wider,0.16259765625,1
1198,1198,18--Concerts,18--Concerts/18_Concerts_Concerts_18_618.jpg,464,148,174,224,0,0,0,0,0,0,1024,683,wider,0.05572840409956077,1
1199,1199,18--Concerts,18--Concerts/18_Concerts_Concerts_18_698.jpg,346,176,270,374,0,0,0,0,0,0,1024,750,wider,0.131484375,1
1201,1201,18--Concerts,18--Concerts/18_Concerts_Concerts_18_640.jpg,543,170,136,187,0,0,0,0,0,0,1024,768,wider,0.032338460286458336,2
1202,1202,18--Concerts,18--Concerts/18_Concerts_Concerts_18_640.jpg,253,60,177,254,0,0,0,0,0,0,1024,768,wider,0.05716705322265625,2
1205,1205,18--Concerts,18--Concerts/18_Concerts_Concerts_18_229.jpg,366,112,306,418,0,0,0,0,0,0,1024,679,wider,0.1839619385125184,1
1207,1207,18--Concerts,18--Concerts/18_Concerts_Concerts_18_532.jpg,242,0,492,648,0,0,0,0,0,0,1024,684,wider,0.4551809210526316,1
1217,1217,18--Concerts,18--Concerts/18_Concerts_Concerts_18_823.jpg,494,190,180,230,0,0,0,0,0,0,1024,768,wider,0.052642822265625,1
1218,1218,18--Concerts,18--Concerts/18_Concerts_Concerts_18_357.jpg,254,186,146,202,0,0,0,0,0,0,1024,767,wider,0.03754991036505867,1
1219,1219,18--Concerts,18--Concerts/18_Concerts_Concerts_18_1030.jpg,444,196,136,164,0,0,0,0,0,0,1024,683,wider,0.03189055636896047,2
1220,1220,18--Concerts,18--Concerts/18_Concerts_Concerts_18_1030.jpg,352,208,110,158,0,0,0,0,0,0,1024,683,wider,0.024850155563689604,2
1226,1226,18--Concerts,18--Concerts/18_Concerts_Concerts_18_518.jpg,224,152,126,162,0,0,0,0,0,0,1024,683,wider,0.029185349560761343,4
1227,1227,18--Concerts,18--Concerts/18_Concerts_Concerts_18_518.jpg,372,90,104,142,0,0,0,0,0,0,1024,683,wider,0.021115483162518302,4
1228,1228,18--Concerts,18--Concerts/18_Concerts_Concerts_18_518.jpg,560,52,106,114,0,0,0,0,0,0,1024,683,wider,0.01727786420204978,4
1229,1229,18--Concerts,18--Concerts/18_Concerts_Concerts_18_518.jpg,762,100,102,136,0,0,0,0,0,0,1024,683,wider,0.019834370424597358,4
1230,1230,18--Concerts,18--Concerts/18_Concerts_Concerts_18_715.jpg,430,82,162,216,0,0,0,0,0,0,1024,768,wider,0.04449462890625,1
1231,1231,18--Concerts,18--Concerts/18_Concerts_Concerts_18_749.jpg,396,120,244,352,0,0,0,0,1,0,1024,843,wider,0.0994958481613286,1
1237,1237,18--Concerts,18--Concerts/18_Concerts_Concerts_18_526.jpg,106,234,156,242,0,0,1,0,0,0,1024,662,wider,0.05569061555891239,4
1238,1238,18--Concerts,18--Concerts/18_Concerts_Concerts_18_526.jpg,288,114,98,152,0,0,0,0,0,0,1024,662,wider,0.02197413141993957,4
1239,1239,18--Concerts,18--Concerts/18_Concerts_Concerts_18_526.jpg,598,118,86,162,0,0,1,0,0,0,1024,662,wider,0.020552067598187312,4
1240,1240,18--Concerts,18--Concerts/18_Concerts_Concerts_18_526.jpg,774,78,164,274,0,0,1,0,0,0,1024,662,wider,0.06628823640483382,4
1247,1247,18--Concerts,18--Concerts/18_Concerts_Concerts_18_700.jpg,276,238,192,238,0,0,0,0,0,0,1024,820,wider,0.05442073170731706,1
1250,1250,18--Concerts,18--Concerts/18_Concerts_Concerts_18_768.jpg,304,6,426,474,0,0,0,0,0,0,1024,592,wider,0.3330935916385135,1
1251,1251,18--Concerts,18--Concerts/18_Concerts_Concerts_18_1040.jpg,280,92,340,438,0,0,0,0,0,0,1024,634,wider,0.22938436514195584,1
1252,1252,18--Concerts,18--Concerts/18_Concerts_Concerts_18_363.jpg,550,216,90,124,0,0,0,0,0,0,1024,683,wider,0.015956716691068813,1
1256,1256,18--Concerts,18--Concerts/18_Concerts_Concerts_18_440.jpg,410,58,198,344,0,0,0,0,0,0,1024,760,wider,0.08752055921052633,1
1260,1260,18--Concerts,18--Concerts/18_Concerts_Concerts_18_506.jpg,306,94,398,516,0,0,0,0,0,0,1024,681,wider,0.2945002753303965,1
1265,1265,18--Concerts,18--Concerts/18_Concerts_Concerts_18_795.jpg,180,126,288,380,0,0,0,0,0,0,1024,623,wider,0.1715489566613162,1
1272,1272,18--Concerts,18--Concerts/18_Concerts_Concerts_18_371.jpg,810,120,96,114,0,0,0,0,0,0,1024,683,wider,0.01564787701317716,5
1273,1273,18--Concerts,18--Concerts/18_Concerts_Concerts_18_371.jpg,676,70,72,100,0,0,0,0,0,0,1024,683,wider,0.010294655929721815,5
1274,1274,18--Concerts,18--Concerts/18_Concerts_Concerts_18_371.jpg,508,118,74,122,0,0,0,0,0,0,1024,683,wider,0.0129083546852123,5
1275,1275,18--Concerts,18--Concerts/18_Concerts_Concerts_18_371.jpg,310,56,76,110,0,0,0,0,0,0,1024,683,wider,0.011953239385065886,5
1276,1276,18--Concerts,18--Concerts/18_Concerts_Concerts_18_371.jpg,98,42,84,100,0,0,0,0,0,0,1024,683,wider,0.012010431918008786,5
1279,1279,18--Concerts,18--Concerts/18_Concerts_Concerts_18_426.jpg,480,56,206,284,0,0,0,0,0,0,1024,640,wider,0.08927001953125,1
1280,1280,18--Concerts,18--Concerts/18_Concerts_Concerts_18_43.jpg,322,66,104,164,0,0,0,0,0,0,1024,683,wider,0.024386896046852125,1
1284,1284,18--Concerts,18--Concerts/18_Concerts_Concerts_18_793.jpg,170,416,242,294,0,0,0,0,0,0,1024,1008,wider,0.06892903645833333,2
1285,1285,18--Concerts,18--Concerts/18_Concerts_Concerts_18_793.jpg,620,152,244,340,0,0,0,0,0,0,1024,1008,wider,0.08037264384920635,2
1289,1289,18--Concerts,18--Concerts/18_Concerts_Concerts_18_708.jpg,428,94,242,334,0,0,0,0,0,0,1024,682,wider,0.11573840725806453,1
1291,1291,19--Couple,19--Couple/19_Couple_Couple_19_112.jpg,278,178,264,376,0,0,0,0,0,0,1024,640,wider,0.15146484375,2
1292,1292,19--Couple,19--Couple/19_Couple_Couple_19_112.jpg,548,262,236,348,0,0,0,0,0,0,1024,640,wider,0.1253173828125,2
1293,1293,19--Couple,19--Couple/19_Couple_Couple_19_267.jpg,594,216,162,250,0,0,0,0,0,0,1024,862,wider,0.045882576856148494,2
1294,1294,19--Couple,19--Couple/19_Couple_Couple_19_267.jpg,340,192,182,266,0,0,0,0,0,0,1024,862,wider,0.05484610643851509,2
1295,1295,19--Couple,19--Couple/19_Couple_Couple_19_7.jpg,6,8,464,666,0,0,0,0,0,0,1024,1010,wider,0.29879331683168314,2
1296,1296,19--Couple,19--Couple/19_Couple_Couple_19_7.jpg,448,4,542,670,0,0,0,0,0,0,1024,1010,wider,0.3511177289603961,2
1297,1297,19--Couple,19--Couple/19_Couple_Couple_19_227.jpg,578,56,196,224,0,0,0,0,0,0,1024,683,wider,0.06277452415812591,2
1298,1298,19--Couple,19--Couple/19_Couple_Couple_19_227.jpg,238,306,164,170,0,0,0,0,0,0,1024,683,wider,0.03986319546120059,2
1304,1304,19--Couple,19--Couple/19_Couple_Couple_19_361.jpg,226,242,174,221,0,0,0,0,0,0,1024,681,wider,0.05514351596916299,2
1305,1305,19--Couple,19--Couple/19_Couple_Couple_19_361.jpg,403,283,156,193,0,0,0,0,0,0,1024,681,wider,0.043175247797356826,2
1308,1308,19--Couple,19--Couple/19_Couple_Couple_19_1.jpg,210,200,232,320,0,0,0,0,0,0,1024,682,wider,0.1063049853372434,2
1309,1309,19--Couple,19--Couple/19_Couple_Couple_19_1.jpg,452,134,188,296,0,0,0,0,0,0,1024,682,wider,0.07968291788856305,2
1312,1312,19--Couple,19--Couple/19_Couple_Couple_19_363.jpg,242,112,156,208,0,0,0,0,0,0,1024,640,wider,0.04951171875,2
1313,1313,19--Couple,19--Couple/19_Couple_Couple_19_363.jpg,598,220,168,224,0,0,0,0,0,0,1024,640,wider,0.057421875,2
1315,1315,19--Couple,19--Couple/19_Couple_Couple_19_587.jpg,366,184,320,498,0,0,0,0,0,0,1024,933,wider,0.16680064308681672,2
1316,1316,19--Couple,19--Couple/19_Couple_Couple_19_587.jpg,600,86,264,460,0,0,0,0,0,0,1024,933,wider,0.12711012861736334,2
1319,1319,19--Couple,19--Couple/19_Couple_Couple_19_334.jpg,238,162,148,170,0,0,0,0,0,0,1024,683,wider,0.035974103221083464,2
1320,1320,19--Couple,19--Couple/19_Couple_Couple_19_334.jpg,460,112,108,214,0,0,0,0,0,0,1024,683,wider,0.03304584553440703,2
1323,1323,19--Couple,19--Couple/19_Couple_Couple_19_17.jpg,438,210,242,350,0,0,0,0,0,0,1024,683,wider,0.12110518850658858,2
1324,1324,19--Couple,19--Couple/19_Couple_Couple_19_17.jpg,208,28,278,436,0,0,0,0,0,0,1024,683,wider,0.17330481332357248,2
1331,1331,19--Couple,19--Couple/19_Couple_Couple_19_187.jpg,244,126,294,344,0,0,0,0,0,0,1024,768,wider,0.12860107421875,2
1332,1332,19--Couple,19--Couple/19_Couple_Couple_19_187.jpg,622,298,286,374,0,0,0,0,0,0,1024,768,wider,0.13601175944010416,2
1333,1333,19--Couple,19--Couple/19_Couple_Couple_19_630.jpg,534,176,318,440,0,0,0,0,0,0,1024,768,wider,0.17791748046875,2
1334,1334,19--Couple,19--Couple/19_Couple_Couple_19_630.jpg,270,10,362,428,0,0,0,0,0,0,1024,768,wider,0.19701131184895834,2
1335,1335,19--Couple,19--Couple/19_Couple_Couple_19_279.jpg,106,132,356,602,0,0,1,0,0,0,1024,767,wider,0.2728670958279009,1
1338,1338,19--Couple,19--Couple/19_Couple_Couple_19_138.jpg,330,68,174,230,0,0,0,0,0,0,1024,724,wider,0.05398070614640884,2
1339,1339,19--Couple,19--Couple/19_Couple_Couple_19_138.jpg,170,68,164,230,0,0,0,0,0,0,1024,724,wider,0.05087836671270718,2
1348,1348,19--Couple,19--Couple/19_Couple_Couple_19_181.jpg,428,190,230,308,0,0,0,0,0,0,1024,640,wider,0.10809326171875,2
1349,1349,19--Couple,19--Couple/19_Couple_Couple_19_181.jpg,276,118,142,328,0,0,0,0,0,0,1024,640,wider,0.0710693359375,2
1352,1352,19--Couple,19--Couple/19_Couple_Couple_19_893.jpg,630,148,92,126,0,0,0,0,0,0,1024,751,wider,0.015073651797603197,2
1353,1353,19--Couple,19--Couple/19_Couple_Couple_19_893.jpg,736,82,90,136,0,0,0,0,0,0,1024,751,wider,0.015916278295605858,2
1354,1354,19--Couple,19--Couple/19_Couple_Couple_19_429.jpg,408,96,246,316,0,0,0,0,0,0,1024,842,wider,0.09015921912114014,2
1355,1355,19--Couple,19--Couple/19_Couple_Couple_19_429.jpg,630,224,212,262,0,0,0,0,0,0,1024,842,wider,0.06442065023752969,2
1358,1358,19--Couple,19--Couple/19_Couple_Couple_19_871.jpg,306,58,218,342,0,0,0,0,0,0,1024,605,wider,0.12034478305785125,2
1359,1359,19--Couple,19--Couple/19_Couple_Couple_19_871.jpg,504,86,214,330,0,0,0,0,0,0,1024,605,wider,0.11399147727272728,2
1361,1361,19--Couple,19--Couple/19_Couple_Couple_19_999.jpg,412,150,240,296,0,0,0,0,0,0,1024,576,wider,0.12044270833333333,1
1368,1368,19--Couple,19--Couple/19_Couple_Couple_19_1000.jpg,418,198,246,382,0,0,0,0,0,0,1024,768,wider,0.1194915771484375,2
1369,1369,19--Couple,19--Couple/19_Couple_Couple_19_1000.jpg,142,184,238,320,0,0,0,0,0,1,1024,768,wider,0.09684244791666667,2
1370,1370,19--Couple,19--Couple/19_Couple_Couple_19_268.jpg,616,274,178,214,0,0,0,0,0,0,1024,754,wider,0.049335833885941635,2
1371,1371,19--Couple,19--Couple/19_Couple_Couple_19_268.jpg,296,56,196,230,0,0,0,0,0,0,1024,754,wider,0.058386521883289126,2
1372,1372,19--Couple,19--Couple/19_Couple_Couple_19_269.jpg,592,142,370,542,0,0,0,0,0,0,1024,973,wider,0.20127424845837616,2
1373,1373,19--Couple,19--Couple/19_Couple_Couple_19_269.jpg,286,202,332,428,0,0,0,0,0,0,1024,973,wider,0.1426162641315519,2
1374,1374,19--Couple,19--Couple/19_Couple_Couple_19_205.jpg,284,146,330,362,0,0,0,0,0,1,1024,681,wider,0.17130713105726872,2
1375,1375,19--Couple,19--Couple/19_Couple_Couple_19_205.jpg,632,56,392,466,0,0,0,0,0,1,1024,681,wider,0.2619539280469897,2
1378,1378,19--Couple,19--Couple/19_Couple_Couple_19_369.jpg,458,34,76,108,0,0,0,0,0,0,1024,576,wider,0.013916015625,2
1379,1379,19--Couple,19--Couple/19_Couple_Couple_19_369.jpg,616,82,74,92,0,0,0,0,0,0,1024,576,wider,0.011542426215277778,2
1383,1383,19--Couple,19--Couple/19_Couple_Couple_19_22.jpg,708,90,106,206,0,0,0,0,0,0,1024,681,wider,0.031313096549192364,2
1384,1384,19--Couple,19--Couple/19_Couple_Couple_19_22.jpg,234,146,92,156,0,0,0,0,0,0,1024,681,wider,0.02058094713656388,2
1387,1387,19--Couple,19--Couple/19_Couple_Couple_19_308.jpg,742,206,118,164,0,0,0,0,0,0,1024,805,wider,0.0234763198757764,2
1388,1388,19--Couple,19--Couple/19_Couple_Couple_19_308.jpg,444,244,104,180,0,0,0,0,0,0,1024,805,wider,0.022709627329192548,2
1394,1394,19--Couple,19--Couple/19_Couple_Couple_19_424.jpg,346,242,222,348,0,0,0,0,0,0,1024,768,wider,0.098236083984375,3
1395,1395,19--Couple,19--Couple/19_Couple_Couple_19_424.jpg,562,226,210,352,0,0,0,0,0,0,1024,768,wider,0.093994140625,3
1396,1396,19--Couple,19--Couple/19_Couple_Couple_19_424.jpg,608,44,84,118,0,0,0,0,0,0,1024,768,wider,0.012603759765625,3
1401,1401,19--Couple,19--Couple/19_Couple_Couple_19_933.jpg,642,162,182,268,0,0,0,0,0,0,1024,768,wider,0.062021891276041664,2
1402,1402,19--Couple,19--Couple/19_Couple_Couple_19_933.jpg,305,256,220,303,0,0,0,0,0,0,1024,768,wider,0.0847625732421875,2
1403,1403,19--Couple,19--Couple/19_Couple_Couple_19_716.jpg,416,22,326,466,0,0,0,0,0,0,1024,573,wider,0.2589100676265271,1
1407,1407,2--Demonstration,2--Demonstration/2_Demonstration_Demonstration_Or_Protest_2_905.jpg,157,310,406,482,0,0,0,0,0,0,1024,808,wider,0.2365166692450495,2
1408,1408,2--Demonstration,2--Demonstration/2_Demonstration_Demonstration_Or_Protest_2_905.jpg,950,648,71,158,1,0,0,0,1,0,1024,808,wider,0.013558265006188121,2
1427,1427,2--Demonstration,2--Demonstration/2_Demonstration_Protesters_2_688.jpg,337,61,86,96,0,0,0,0,0,0,1024,725,wider,0.011120689655172414,4
1428,1428,2--Demonstration,2--Demonstration/2_Demonstration_Protesters_2_688.jpg,159,97,93,104,0,0,0,0,0,0,1024,725,wider,0.01302801724137931,4
1429,1429,2--Demonstration,2--Demonstration/2_Demonstration_Protesters_2_688.jpg,582,130,95,109,0,0,0,0,0,0,1024,725,wider,0.013948006465517242,4
1430,1430,2--Demonstration,2--Demonstration/2_Demonstration_Protesters_2_688.jpg,858,102,91,118,0,0,0,0,0,0,1024,725,wider,0.014463900862068963,4
1465,1465,2--Demonstration,2--Demonstration/2_Demonstration_Political_Rally_2_243.jpg,638,258,98,107,1,0,0,0,0,0,1024,681,wider,0.015037054882525698,1
1481,1481,2--Demonstration,2--Demonstration/2_Demonstration_Political_Rally_2_903.jpg,364,66,178,250,0,0,0,0,0,0,1024,517,wider,0.08405615328820118,1
1493,1493,2--Demonstration,2--Demonstration/2_Demonstration_Political_Rally_2_667.jpg,899,139,101,110,0,0,0,0,0,0,1024,768,wider,0.014127095540364584,3
1494,1494,2--Demonstration,2--Demonstration/2_Demonstration_Political_Rally_2_667.jpg,779,103,100,115,0,0,0,0,0,0,1024,768,wider,0.014623006184895834,3
1495,1495,2--Demonstration,2--Demonstration/2_Demonstration_Political_Rally_2_667.jpg,353,142,123,161,0,0,0,0,1,0,1024,768,wider,0.025180816650390625,3
1498,1498,2--Demonstration,2--Demonstration/2_Demonstration_Political_Rally_2_181.jpg,528,104,194,260,0,0,0,0,0,0,1024,683,wider,0.0721197840409956,1
1503,1503,2--Demonstration,2--Demonstration/2_Demonstration_Demonstration_Or_Protest_2_241.jpg,142,170,74,104,1,0,0,0,0,0,1024,515,wider,0.014593446601941748,2
1504,1504,2--Demonstration,2--Demonstration/2_Demonstration_Demonstration_Or_Protest_2_241.jpg,440,78,180,222,0,0,0,0,0,0,1024,515,wider,0.07577366504854369,2
1511,1511,2--Demonstration,2--Demonstration/2_Demonstration_Political_Rally_2_840.jpg,602,236,122,169,0,0,0,0,0,0,1024,768,wider,0.02621714274088541,2
1512,1512,2--Demonstration,2--Demonstration/2_Demonstration_Political_Rally_2_840.jpg,267,185,135,195,0,0,0,0,0,0,1024,768,wider,0.033473968505859375,2
1523,1523,2--Demonstration,2--Demonstration/2_Demonstration_Demonstration_Or_Protest_2_947.jpg,194,212,120,188,0,1,0,0,0,0,1024,683,wider,0.03225658857979502,3
1524,1524,2--Demonstration,2--Demonstration/2_Demonstration_Demonstration_Or_Protest_2_947.jpg,776,524,82,92,1,0,0,0,0,0,1024,683,wider,0.010786511713030746,3
1525,1525,2--Demonstration,2--Demonstration/2_Demonstration_Demonstration_Or_Protest_2_947.jpg,434,208,168,274,0,1,0,0,0,0,1024,683,wider,0.06581716691068815,3
1538,1538,2--Demonstration,2--Demonstration/2_Demonstration_Political_Rally_2_692.jpg,859,218,110,127,0,0,0,0,0,0,1024,687,wider,0.019858192321688502,3
1539,1539,2--Demonstration,2--Demonstration/2_Demonstration_Political_Rally_2_692.jpg,484,158,100,113,0,0,0,0,0,0,1024,687,wider,0.016062818413391557,3
1540,1540,2--Demonstration,2--Demonstration/2_Demonstration_Political_Rally_2_692.jpg,139,124,86,101,1,0,0,0,0,0,1024,687,wider,0.012347047852983987,3
1563,1563,2--Demonstration,2--Demonstration/2_Demonstration_Political_Rally_2_488.jpg,170,98,226,316,0,0,0,0,0,0,1024,768,wider,0.09081013997395833,1
1571,1571,2--Demonstration,2--Demonstration/2_Demonstration_Demonstration_Or_Protest_2_313.jpg,121,280,93,106,0,0,0,0,0,0,1024,636,wider,0.01513671875,4
1572,1572,2--Demonstration,2--Demonstration/2_Demonstration_Demonstration_Or_Protest_2_313.jpg,375,193,94,112,0,0,0,0,0,0,1024,636,wider,0.01616548742138365,4
1573,1573,2--Demonstration,2--Demonstration/2_Demonstration_Demonstration_Or_Protest_2_313.jpg,566,169,79,116,0,0,0,0,0,0,1024,636,wider,0.014071098663522012,4
